-9.249999999999999500e-03,1.000000000000000000e-04
-8.625000000000000700e-03,-0.000000000000000000e+00
-8.000000000000000200e-03,-0.000000000000000000e+00
-7.499999999999999700e-03,-0.000000000000000000e+00
-7.000000000000000100e-03,-0.000000000000000000e+00
-6.624999999999999800e-03,-0.000000000000000000e+00
-6.250000000000000300e-03,-0.000000000000000000e+00
-5.749999999999999900e-03,-0.000000000000000000e+00
-5.250000000000000300e-03,-0.000000000000000000e+00
-4.875000000000000000e-03,5.000000000000000200e-05
-4.500000000000000500e-03,1.000000000000000000e-04
-4.099999999999999500e-03,1.499999999999999900e-04
-3.700000000000000200e-03,2.000000000000000100e-04
-3.100000000000000300e-03,2.250000000000000200e-04
-2.500000000000000100e-03,2.500000000000000100e-04
-2.250000000000000300e-03,2.999999999999999700e-04
-2.000000000000000000e-03,4.000000000000000200e-04
-1.625000000000000100e-03,5.000000000000000100e-04
-1.250000000000000000e-03,5.999999999999999500e-04
-7.500000000000000200e-04,7.500000000000000200e-04
-2.500000000000000100e-04,9.000000000000000800e-04
1.250000000000000000e-04,1.000000000000000000e-03
5.000000000000000100e-04,1.000000000000000000e-03
8.750000000000000200e-04,9.000000000000000800e-04
1.250000000000000000e-03,8.000000000000000400e-04
1.750000000000000000e-03,6.500000000000000800e-04
2.250000000000000300e-03,5.000000000000000100e-04
2.625000000000000200e-03,5.000000000000000100e-04
3.000000000000000100e-03,4.000000000000000200e-04
3.375000000000000000e-03,2.999999999999999700e-04
3.749999999999999900e-03,2.500000000000000100e-04
4.000000000000000100e-03,2.000000000000000100e-04
4.250000000000000300e-03,2.000000000000000100e-04
4.749999999999999900e-03,1.499999999999999900e-04
5.250000000000000300e-03,1.000000000000000000e-04
5.624999999999999800e-03,1.000000000000000000e-04
6.000000000000000100e-03,1.000000000000000000e-04
6.250000000000000300e-03,1.000000000000000000e-04
6.500000000000000600e-03,-0.000000000000000000e+00
7.000000000000000100e-03,-0.000000000000000000e+00
7.499999999999999700e-03,-0.000000000000000000e+00
7.749999999999999900e-03,-0.000000000000000000e+00
8.000000000000000200e-03,-0.000000000000000000e+00
8.625000000000000700e-03,-0.000000000000000000e+00
9.249999999999999500e-03,-0.000000000000000000e+00
