-1.025000000000000000e+01,2.500000000000000000e-01
-9.625000000000000000e+00,2.500000000000000000e-01
-9.000000000000000000e+00,2.500000000000000000e-01
-8.500000000000000000e+00,2.999999999999999889e-01
-8.000000000000000000e+00,5.000000000000000000e-01
-7.500000000000000000e+00,4.000000000000000222e-01
-7.000000000000000000e+00,5.000000000000000000e-01
-6.625000000000000000e+00,5.999999999999999778e-01
-6.250000000000000000e+00,7.500000000000000000e-01
-5.750000000000000000e+00,8.499999999999999778e-01
-5.250000000000000000e+00,1.000000000000000000e+00
-5.000000000000000000e+00,1.000000000000000000e+00
-4.750000000000000000e+00,1.000000000000000000e+00
-4.250000000000000000e+00,1.199999999999999956e+00
-3.750000000000000000e+00,1.399999999999999911e+00
-3.375000000000000000e+00,1.500000000000000000e+00
-3.000000000000000000e+00,1.600000000000000089e+00
-2.500000000000000000e+00,1.800000000000000044e+00
-2.000000000000000000e+00,2.000000000000000000e+00
-1.625000000000000000e+00,2.799999999999999822e+00
-1.250000000000000000e+00,2.899999999999999911e+00
-8.750000000000000000e-01,2.899999999999999911e+00
-5.000000000000000000e-01,3.000000000000000000e+00
-1.250000000000000000e-01,2.799999999999999822e+00
2.500000000000000000e-01,2.799999999999999822e+00
6.250000000000000000e-01,2.649999999999999911e+00
1.000000000000000000e+00,2.500000000000000000e+00
1.500000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,1.750000000000000000e+00
2.250000000000000000e+00,1.600000000000000089e+00
2.500000000000000000e+00,1.500000000000000000e+00
2.750000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.500000000000000000e+00
3.375000000000000000e+00,1.250000000000000000e+00
3.750000000000000000e+00,1.000000000000000000e+00
4.375000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,8.000000000000000444e-01
5.250000000000000000e+00,6.500000000000000222e-01
5.500000000000000000e+00,5.000000000000000000e-01
5.875000000000000000e+00,5.000000000000000000e-01
6.250000000000000000e+00,5.000000000000000000e-01
6.750000000000000000e+00,5.000000000000000000e-01
7.250000000000000000e+00,4.000000000000000222e-01
7.750000000000000000e+00,2.999999999999999889e-01
8.250000000000000000e+00,2.999999999999999889e-01
